policy,median_loss,mean_loss,max_loss,min_loss,std_loss,q25,q75
berti/barca/PACIPV,0.019965345986984344,1.136931054246402,12.072662426663742,0.0,2.8227081678129293,0.0,0.6103849853500927
berti/barca/mockingjay,0.03862942553322328,1.1425375242578308,12.228993111783021,0.0,2.8303491584815648,0.0,0.6107865992850526
berti/entangling/PACIPV,0.042496962614694905,1.1414254172221514,12.072662426663742,0.0,2.819959861036879,0.0,0.6004996173701032
gaze/entangling/PACIPV,0.048908089580462465,1.3335232108186916,23.079363015638318,0.0,3.8344134291731335,7.055208951251734e-05,0.543609898043351
gaze/barca/PACIPV,0.05266799855884596,1.3290133408084508,23.079363015638318,0.0,3.8355034769551186,2.8422006241504917e-06,0.543609898043351
gaze/entangling/mockingjay,0.057558493845090666,1.3384890461156762,23.118893820346283,0.0,3.8360007869447026,0.0050916617003256975,0.5313056990349989
gaze/barca/mockingjay,0.057558493845090666,1.3352710369352585,23.118893820346283,0.0,3.836827198736601,0.0026349577486004037,0.5313056990349989
berti/entangling/mockingjay,0.07196278809104524,1.1486475062444788,12.228993111783021,0.0,2.8268332070683813,0.0006709271740551377,0.5992502781837915
