policy,is_baseline,mean_loss,median_loss,std_loss,min_loss,max_loss,p25,p75,p95,pct_beats_baseline,pct_equals_baseline,pct_worse_than_baseline
gaze/entangling/mockingjay,True,1.5920058101672037,0.0,4.239841665820394,0.0,37.59784752944472,0.0,0.8126825142204414,10.61619960120142,0.0,55.244897959183675,44.755102040816325
gaze/entangling/PACIPV,False,1.5862091142385524,0.001204740966648053,4.241874085103267,-3.784259974703353,37.59784752944472,0.0,0.8262353085711343,10.588544458158143,9.306122448979592,40.673469387755105,50.02040816326531
berti/entangling/mockingjay,True,1.3215611682648678,0.002715611821949347,2.924255611722505,0.0,16.362769954204463,0.0,0.9929907534167892,9.272736587388103,0.0,49.755102040816325,50.244897959183675
gaze/barca/mockingjay,False,1.5908884349095178,0.0084734355153088,4.247162772272188,-6.550162644133091,37.59784752944472,0.0,0.8428727421989366,10.61619960120142,9.775510204081632,37.61224489795919,52.61224489795919
gaze/barca/PACIPV,False,1.5838229983189356,0.03645630264311149,4.247659572070049,-6.996472554958727,37.59784752944472,0.0,0.8489770999481822,10.588544458158143,17.387755102040817,26.387755102040817,56.224489795918366
berti/barca/mockingjay,False,1.317387971593199,0.0447013075411446,2.9321008279164977,-2.835794671672556,16.362769954204463,0.0,0.9972950774814116,9.272736587388103,8.10204081632653,36.57142857142857,55.326530612244895
berti/entangling/PACIPV,False,1.3130503399123286,0.06969957401142579,2.9232884552397853,-2.6936514351891434,18.941280612215024,0.0,1.0082556076775626,9.170060348008283,8.693877551020408,36.59183673469388,54.714285714285715
berti/barca/PACIPV,False,1.310512236769561,0.10600341604581678,2.928711816809846,-2.835794671672556,18.941280612215024,0.0,1.0170300956171532,9.170060348008283,15.693877551020408,25.183673469387756,59.12244897959184
