policy,avg_loss,max_loss,min_loss,avg_loss_pct
l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.000830129999999998,0.02187699999999998,0.0,0.30751789381872396
l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.0008313799999999971,0.02187699999999998,0.0,0.30826782065496905
l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.0012506500000000012,0.02187699999999998,0.0,0.49854296691846417
l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.0012532800000000011,0.02187699999999998,0.0,0.4991701752531131
l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.0019411899999999924,0.02353499999999986,0.0,0.4542924309269605
l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.0019496999999999917,0.02353499999999986,0.0,0.4589400854904613
l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.0024607799999999944,0.02353499999999986,0.0,0.6704834545724131
l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.002465769999999994,0.02353499999999986,0.0,0.6745438033774454
