trace,source_trace,policy,l1d_coverage,l1d_accuracy,total_ipc,is_best_fixed_policy
459.GemsFDTD-1169B_combo,459.GemsFDTD-1169B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.207610937787,0.668530932953,0.481387794521,1
459.GemsFDTD-1169B_combo,459.GemsFDTD-1169B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.208532760939,0.669269262666,0.479513267278,0
462.libquantum-1343B_combo,462.libquantum-1343B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.151424938510,0.117578039230,1.265656053066,0
462.libquantum-1343B_combo,462.libquantum-1343B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.151726860871,0.117561250652,1.261655376219,0
462.libquantum-1343B_combo,462.libquantum-1343B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.151424938510,0.117578039230,1.265656053066,0
462.libquantum-1343B_combo,462.libquantum-1343B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.151726860871,0.117561250652,1.261655376219,0
462.libquantum-1343B_combo,462.libquantum-1343B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.556128655416,0.720919552339,1.423504160476,0
462.libquantum-1343B_combo,462.libquantum-1343B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.557837876393,0.720919552339,1.430812387373,0
462.libquantum-1343B_combo,462.libquantum-1343B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.556128655416,0.720919552339,1.423504160476,0
462.libquantum-1343B_combo,462.libquantum-1343B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.557837876393,0.720919552339,1.430812387373,1
464.h264ref-30B_combo,464.h264ref-30B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.049428019124,0.057492627271,2.103626630731,1
464.h264ref-30B_combo,464.h264ref-30B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.050269615206,0.057050480068,2.102797224560,0
464.h264ref-30B_combo,464.h264ref-30B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.047751800976,0.053940695844,2.103345665247,0
464.h264ref-30B_combo,464.h264ref-30B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.048872293354,0.056800465387,2.102063469274,0
464.h264ref-30B_combo,464.h264ref-30B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.041072904714,0.571379532289,2.102138810301,0
464.h264ref-30B_combo,464.h264ref-30B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.040904898655,0.571028721526,2.102742396222,0
464.h264ref-30B_combo,464.h264ref-30B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.041077260406,0.570718539783,2.100750839749,0
464.h264ref-30B_combo,464.h264ref-30B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.040915566355,0.570856995354,2.101826213468,0
465.tonto-1914B_combo,465.tonto-1914B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.113597842663,0.021629130846,2.088118150713,0
465.tonto-1914B_combo,465.tonto-1914B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.113073627569,0.021536093857,2.089062350665,0
465.tonto-1914B_combo,465.tonto-1914B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.114008896472,0.021581710337,2.097629532269,0
465.tonto-1914B_combo,465.tonto-1914B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.113305282591,0.021570511713,2.099442377719,0
465.tonto-1914B_combo,465.tonto-1914B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.114950878130,0.555892642000,2.132057254680,0
465.tonto-1914B_combo,465.tonto-1914B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.114721073916,0.554053075821,2.131552123473,0
465.tonto-1914B_combo,465.tonto-1914B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.123410571747,0.570703938028,2.145765236593,0
465.tonto-1914B_combo,465.tonto-1914B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.123214679731,0.569760227226,2.147837101623,1
470.lbm-1274B_combo,470.lbm-1274B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.025221061590,0.067270762983,0.803593145673,0
470.lbm-1274B_combo,470.lbm-1274B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.025522783727,0.068032150023,0.804263456240,0
470.lbm-1274B_combo,470.lbm-1274B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.025221061590,0.067270762983,0.803593145673,0
470.lbm-1274B_combo,470.lbm-1274B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.025522783727,0.068032150023,0.804263456240,0
470.lbm-1274B_combo,470.lbm-1274B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.016993760412,0.969410706253,0.849036746729,0
470.lbm-1274B_combo,470.lbm-1274B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.016993372575,0.969466936572,0.852353913487,0
470.lbm-1274B_combo,470.lbm-1274B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.016993760412,0.969410706253,0.849036746729,0
470.lbm-1274B_combo,470.lbm-1274B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.016993372575,0.969466936572,0.852353913487,1
471.omnetpp-188B_combo,471.omnetpp-188B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.002142391377,0.052737028764,0.278715060090,0
471.omnetpp-188B_combo,471.omnetpp-188B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.002106796734,0.051173143753,0.280613586832,1
471.omnetpp-188B_combo,471.omnetpp-188B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.002221012075,0.046436620813,0.278978410127,0
471.omnetpp-188B_combo,471.omnetpp-188B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.002237939525,0.053396975510,0.280048436055,0
471.omnetpp-188B_combo,471.omnetpp-188B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.037322748803,0.273250429050,0.276891868442,0
471.omnetpp-188B_combo,471.omnetpp-188B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.037450699509,0.274152911696,0.278791151035,0
471.omnetpp-188B_combo,471.omnetpp-188B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.037381124580,0.273095100473,0.277310027423,0
471.omnetpp-188B_combo,471.omnetpp-188B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.037661677745,0.275024975704,0.279873770219,0
473.astar-153B_combo,473.astar-153B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.048112786394,0.022507258776,1.701595253979,0
473.astar-153B_combo,473.astar-153B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.048751444986,0.022539471199,1.698612352749,0
473.astar-153B_combo,473.astar-153B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.048112786394,0.022507258776,1.701595253979,1
473.astar-153B_combo,473.astar-153B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.048751444986,0.022539471199,1.698612352749,0
473.astar-153B_combo,473.astar-153B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.051067975718,0.341143486532,1.652497658824,0
473.astar-153B_combo,473.astar-153B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.051238687953,0.341567291312,1.663271016402,0
473.astar-153B_combo,473.astar-153B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.051067975718,0.341143486532,1.652497658824,0
473.astar-153B_combo,473.astar-153B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.051238687953,0.341567291312,1.663271016402,0
481.wrf-1170B_combo,481.wrf-1170B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.000838650266,0.001825209362,2.175433572004,0
481.wrf-1170B_combo,481.wrf-1170B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.001013457385,0.002285757110,2.170696491743,0
481.wrf-1170B_combo,481.wrf-1170B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.000955063455,0.001971727434,2.182997853895,0
481.wrf-1170B_combo,481.wrf-1170B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.000453331175,0.000944032367,2.183018107369,0
481.wrf-1170B_combo,481.wrf-1170B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.195620419251,0.169095983873,2.187867336052,0
481.wrf-1170B_combo,481.wrf-1170B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.195108099387,0.168065731980,2.188629175234,0
481.wrf-1170B_combo,481.wrf-1170B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.195166577724,0.170581375979,2.194554345881,0
481.wrf-1170B_combo,481.wrf-1170B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.192668954662,0.167711141060,2.197127212658,1
482.sphinx3-1100B_combo,482.sphinx3-1100B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.153569713889,0.055258810326,1.423328030963,0
482.sphinx3-1100B_combo,482.sphinx3-1100B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.154721297558,0.055421982940,1.422742939711,0
482.sphinx3-1100B_combo,482.sphinx3-1100B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.152108137220,0.055271347176,1.420950345611,0
482.sphinx3-1100B_combo,482.sphinx3-1100B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.154660924383,0.055461921549,1.423986436815,1
482.sphinx3-1100B_combo,482.sphinx3-1100B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.223169530970,0.640876522186,1.324329593008,0
482.sphinx3-1100B_combo,482.sphinx3-1100B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.222450966311,0.641419138117,1.322412280766,0
482.sphinx3-1100B_combo,482.sphinx3-1100B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.222816706663,0.641207309285,1.326717986764,0
482.sphinx3-1100B_combo,482.sphinx3-1100B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.222439769138,0.641330122523,1.318619758710,0
483.xalancbmk-127B_combo,483.xalancbmk-127B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.009281295922,0.114606286819,0.249454153857,0
483.xalancbmk-127B_combo,483.xalancbmk-127B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.009270575312,0.112163619161,0.250514537995,0
483.xalancbmk-127B_combo,483.xalancbmk-127B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.009263206888,0.112518357387,0.249994709488,0
483.xalancbmk-127B_combo,483.xalancbmk-127B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.009277957411,0.111384245603,0.253089139133,0
483.xalancbmk-127B_combo,483.xalancbmk-127B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.061757260176,0.382811785774,0.268412299213,0
483.xalancbmk-127B_combo,483.xalancbmk-127B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.061957388887,0.384800353681,0.268780359577,0
483.xalancbmk-127B_combo,483.xalancbmk-127B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.061736979167,0.383660148348,0.269173599355,0
483.xalancbmk-127B_combo,483.xalancbmk-127B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.062073501746,0.383305469822,0.271045122596,1
600.perlbench_s-1273B_combo,600.perlbench_s-1273B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.001797591228,0.000170363556,2.380409330346,0
600.perlbench_s-1273B_combo,600.perlbench_s-1273B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.001797591228,0.000170363556,2.380409330346,0
600.perlbench_s-1273B_combo,600.perlbench_s-1273B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.001799856012,0.000172211890,2.381569229941,0
600.perlbench_s-1273B_combo,600.perlbench_s-1273B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.001799856012,0.000172211890,2.381569229941,0
600.perlbench_s-1273B_combo,600.perlbench_s-1273B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.036987222596,0.068535825545,2.383582175290,0
600.perlbench_s-1273B_combo,600.perlbench_s-1273B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.036987222596,0.068535825545,2.383582175290,0
600.perlbench_s-1273B_combo,600.perlbench_s-1273B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.037563451777,0.072691552063,2.383814001519,0
600.perlbench_s-1273B_combo,600.perlbench_s-1273B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.037563451777,0.072691552063,2.383814001519,1
602.gcc_s-1850B_combo,602.gcc_s-1850B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.109094785669,0.067517628097,1.163738303923,0
602.gcc_s-1850B_combo,602.gcc_s-1850B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.110516180809,0.068249757312,1.166072076887,0
602.gcc_s-1850B_combo,602.gcc_s-1850B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.109094785669,0.067517628097,1.163738303923,0
602.gcc_s-1850B_combo,602.gcc_s-1850B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.110516180809,0.068249757312,1.166072076887,0
602.gcc_s-1850B_combo,602.gcc_s-1850B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.467501726996,0.714448393287,1.305028849616,0
602.gcc_s-1850B_combo,602.gcc_s-1850B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.467055050225,0.714570613859,1.302391574778,0
602.gcc_s-1850B_combo,602.gcc_s-1850B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.467501726996,0.714448393287,1.305028849616,1
602.gcc_s-1850B_combo,602.gcc_s-1850B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.467055050225,0.714570613859,1.302391574778,0
603.bwaves_s-1080B_combo,603.bwaves_s-1080B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.011256183887,0.067090944987,2.421065692591,0
603.bwaves_s-1080B_combo,603.bwaves_s-1080B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.011257042968,0.066363029927,2.422676640988,0
603.bwaves_s-1080B_combo,603.bwaves_s-1080B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.011186725814,0.066745848762,2.420189413704,0
603.bwaves_s-1080B_combo,603.bwaves_s-1080B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.011346409406,0.067811808548,2.422753532072,0
603.bwaves_s-1080B_combo,603.bwaves_s-1080B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.012934999475,0.734175706282,2.450401724985,0
603.bwaves_s-1080B_combo,603.bwaves_s-1080B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.012933125306,0.734175706282,2.449440786545,0
603.bwaves_s-1080B_combo,603.bwaves_s-1080B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.012926583554,0.734175706282,2.449531686285,0
603.bwaves_s-1080B_combo,603.bwaves_s-1080B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.012933415384,0.734056502563,2.450920620931,1
605.mcf_s-1152B_combo,605.mcf_s-1152B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.156387070815,0.071454618662,0.359344683942,0
605.mcf_s-1152B_combo,605.mcf_s-1152B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.155313182949,0.071739377682,0.367908151877,0
605.mcf_s-1152B_combo,605.mcf_s-1152B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.154956973509,0.070903369394,0.360297207725,0
605.mcf_s-1152B_combo,605.mcf_s-1152B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.155257426877,0.071339319179,0.367871798738,0
605.mcf_s-1152B_combo,605.mcf_s-1152B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.141909454478,0.716167073614,0.367522945514,0
605.mcf_s-1152B_combo,605.mcf_s-1152B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.141555197640,0.716566844005,0.383434384590,1
605.mcf_s-1152B_combo,605.mcf_s-1152B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.141892358687,0.715132904641,0.367460302529,0
605.mcf_s-1152B_combo,605.mcf_s-1152B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.141846429972,0.716062014814,0.381961267982,0
607.cactuBSSN_s-2421B_combo,607.cactuBSSN_s-2421B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.000000000000,0.000000000000,1.920105471388,0
607.cactuBSSN_s-2421B_combo,607.cactuBSSN_s-2421B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.000000000000,0.000000000000,1.911461224916,0
607.cactuBSSN_s-2421B_combo,607.cactuBSSN_s-2421B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.000000000000,0.000000000000,1.903669923433,0
607.cactuBSSN_s-2421B_combo,607.cactuBSSN_s-2421B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.000000000000,0.000000000000,1.905919814348,0
607.cactuBSSN_s-2421B_combo,607.cactuBSSN_s-2421B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.095252755990,0.452049196388,1.949669199677,0
607.cactuBSSN_s-2421B_combo,607.cactuBSSN_s-2421B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.095013062039,0.450318348447,1.958788947574,1
607.cactuBSSN_s-2421B_combo,607.cactuBSSN_s-2421B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.095435094073,0.452756655590,1.936955963601,0
607.cactuBSSN_s-2421B_combo,607.cactuBSSN_s-2421B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.093873126702,0.449338920557,1.946445882630,0
619.lbm_s-2676B_combo,619.lbm_s-2676B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.018125065712,0.088507473688,0.522991638437,0
619.lbm_s-2676B_combo,619.lbm_s-2676B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.017934780908,0.088768162696,0.524254363578,0
619.lbm_s-2676B_combo,619.lbm_s-2676B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.018125065712,0.088507473688,0.522991638437,0
619.lbm_s-2676B_combo,619.lbm_s-2676B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.017934780908,0.088768162696,0.524254363578,0
619.lbm_s-2676B_combo,619.lbm_s-2676B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.009883522809,0.580861278303,0.549705432128,0
619.lbm_s-2676B_combo,619.lbm_s-2676B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.009967872499,0.586379928315,0.550661712217,0
619.lbm_s-2676B_combo,619.lbm_s-2676B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.009883522809,0.580861278303,0.549705432128,0
619.lbm_s-2676B_combo,619.lbm_s-2676B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.009967872499,0.586379928315,0.550661712217,1
620.omnetpp_s-141B_combo,620.omnetpp_s-141B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.000131397891,0.056103896104,0.266133572733,0
620.omnetpp_s-141B_combo,620.omnetpp_s-141B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.000109635899,0.063965884861,0.266781798997,0
620.omnetpp_s-141B_combo,620.omnetpp_s-141B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.000152084038,0.086505190311,0.267095001493,0
620.omnetpp_s-141B_combo,620.omnetpp_s-141B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.000091323979,0.060048038431,0.267345224356,1
620.omnetpp_s-141B_combo,620.omnetpp_s-141B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.017738396624,0.148340170876,0.262297559604,0
620.omnetpp_s-141B_combo,620.omnetpp_s-141B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.017782668290,0.148564600055,0.264772782634,0
620.omnetpp_s-141B_combo,620.omnetpp_s-141B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.017682697991,0.147684828919,0.263092537717,0
620.omnetpp_s-141B_combo,620.omnetpp_s-141B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.017652867059,0.147465827423,0.265428605267,0
621.wrf_s-575B_combo,621.wrf_s-575B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.000000000000,0.000000000000,1.379012901285,0
621.wrf_s-575B_combo,621.wrf_s-575B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.000000000000,0.000000000000,1.379012901285,0
621.wrf_s-575B_combo,621.wrf_s-575B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.000000000000,0.000000000000,1.379025927891,0
621.wrf_s-575B_combo,621.wrf_s-575B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.000000000000,0.000000000000,1.379025927891,0
621.wrf_s-575B_combo,621.wrf_s-575B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.067044868489,0.330788804071,1.379065199369,0
621.wrf_s-575B_combo,621.wrf_s-575B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.067044868489,0.330788804071,1.379065199369,0
621.wrf_s-575B_combo,621.wrf_s-575B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.067010309278,0.330788804071,1.379078797521,0
621.wrf_s-575B_combo,621.wrf_s-575B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.067010309278,0.330788804071,1.379078797521,1
623.xalancbmk_s-10B_combo,623.xalancbmk_s-10B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.008124381928,0.071210082796,0.241956712448,0
623.xalancbmk_s-10B_combo,623.xalancbmk_s-10B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.008048548982,0.070321867256,0.244635397031,0
623.xalancbmk_s-10B_combo,623.xalancbmk_s-10B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.008095182782,0.070694936633,0.243196792332,0
623.xalancbmk_s-10B_combo,623.xalancbmk_s-10B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.007991976062,0.070104001175,0.245563294823,1
623.xalancbmk_s-10B_combo,623.xalancbmk_s-10B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.043315168797,0.235383971855,0.242943556310,0
623.xalancbmk_s-10B_combo,623.xalancbmk_s-10B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.043753790738,0.237745820721,0.243931764974,0
623.xalancbmk_s-10B_combo,623.xalancbmk_s-10B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.043836652989,0.237567289483,0.243727027511,0
623.xalancbmk_s-10B_combo,623.xalancbmk_s-10B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.044219978016,0.239246962330,0.244772162789,0
625.x264_s-12B_combo,625.x264_s-12B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.032487818296,0.009082744433,3.213647942992,0
625.x264_s-12B_combo,625.x264_s-12B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.031582484594,0.009249490200,3.214375165741,0
625.x264_s-12B_combo,625.x264_s-12B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.032694520103,0.008900965052,3.213429530545,0
625.x264_s-12B_combo,625.x264_s-12B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.030779252111,0.009076318478,3.216831974276,1
625.x264_s-12B_combo,625.x264_s-12B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.025428246911,0.692550505051,3.102597292395,0
625.x264_s-12B_combo,625.x264_s-12B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.025422745935,0.703917790623,3.102941463949,0
625.x264_s-12B_combo,625.x264_s-12B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.025430015300,0.692550505051,3.102999234490,0
625.x264_s-12B_combo,625.x264_s-12B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.025428054383,0.703917790623,3.103000197351,0
