trace,policy,avg_l1d_coverage,avg_l1d_accuracy,total_ipc,is_best_fixed_policy
453.povray-252B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.041995773778,0.148523916008,55.364978667741,no
454.calculix-104B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.003299585581,0.004627526357,284.632339199876,no
454.calculix-104B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.003299585581,0.004627526357,284.632339199876,no
454.calculix-104B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.003299585581,0.004627526357,284.632339199876,no
454.calculix-104B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.003299585581,0.004627526357,284.632339199876,yes
454.calculix-104B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.038384494892,0.495925195519,284.468509112437,no
454.calculix-104B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.038384494892,0.495925195519,284.468509112437,no
454.calculix-104B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.038384494892,0.495925195519,284.468509112437,no
454.calculix-104B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.038384494892,0.495925195519,284.468509112437,no
456.hmmer-191B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.023656590851,0.014517099695,175.822077057010,no
456.hmmer-191B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.023656590851,0.014517099695,175.822077057010,no
456.hmmer-191B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.023656590851,0.014517099695,175.822077057010,no
456.hmmer-191B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.023656590851,0.014517099695,175.822077057010,yes
456.hmmer-191B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.028808648310,0.284875277121,172.433585599407,no
456.hmmer-191B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.028808648310,0.284875277121,172.433585599407,no
456.hmmer-191B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.028808648310,0.284875277121,172.433585599407,no
456.hmmer-191B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.028808648310,0.284875277121,172.433585599407,no
458.sjeng-1088B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.000000000000,0.000000000000,74.001533197869,no
458.sjeng-1088B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.000000000000,0.000000000000,74.001533197869,yes
458.sjeng-1088B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.000000000000,0.000000000000,73.991743592091,no
458.sjeng-1088B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.000000000000,0.000000000000,73.991743592091,no
458.sjeng-1088B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.004146544768,0.050884007223,73.967846658940,no
458.sjeng-1088B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.004146544768,0.050884007223,73.967846658940,no
458.sjeng-1088B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.004159451377,0.050410126248,73.953479290459,no
458.sjeng-1088B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.004159451377,0.050410126248,73.953479290459,no
459.GemsFDTD-1169B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.090357282942,0.070025455731,129.842925418284,no
459.GemsFDTD-1169B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.090120907472,0.069982426885,129.871828094525,no
459.GemsFDTD-1169B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.090357282942,0.070025455731,129.842925418284,no
459.GemsFDTD-1169B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.090120907472,0.069982426885,129.871828094525,no
459.GemsFDTD-1169B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.178721363790,0.706886660925,131.502576909444,no
459.GemsFDTD-1169B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.178736764464,0.706808450729,131.503715141816,no
459.GemsFDTD-1169B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.178721363790,0.706886660925,131.502576909444,no
459.GemsFDTD-1169B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.178736764464,0.706808450729,131.503715141816,yes
462.libquantum-1343B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.140810361401,0.116917111771,132.043052137001,no
462.libquantum-1343B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.140356777399,0.116792931127,132.183205645501,no
462.libquantum-1343B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.140810361401,0.116917111771,132.043052137001,no
462.libquantum-1343B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.140356777399,0.116792931127,132.183205645501,no
462.libquantum-1343B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.516415182907,0.737233775095,145.254257217651,no
462.libquantum-1343B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.516273005889,0.737226862014,145.198064432230,no
