trace,policy,checkpoint_l1d_coverage,native_l1d_coverage,delta_l1d_coverage,abs_delta_l1d_coverage,checkpoint_l1d_accuracy,native_l1d_accuracy,delta_l1d_accuracy,abs_delta_l1d_accuracy,checkpoint_is_best_policy,native_is_best_policy
450.soplex-247B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.087989637190,0.079459235160,-0.008530402030,0.008530402030,0.058914030861,0.055944195204,-0.002969835657,0.002969835657,0,1
450.soplex-247B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.088122237295,0.079215032583,-0.008907204712,0.008907204712,0.059020580826,0.055837125178,-0.003183455648,0.003183455648,1,0
450.soplex-247B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.087968615212,0.079083803223,-0.008884811989,0.008884811989,0.058710432746,0.055728318278,-0.002982114468,0.002982114468,0,0
450.soplex-247B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.161080570237,0.093504801481,-0.067575768756,0.067575768756,0.562583150607,0.542897081464,-0.019686069143,0.019686069143,0,0
450.soplex-247B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.160973125353,0.093876701415,-0.067096423938,0.067096423938,0.562560012529,0.543688459396,-0.018871553133,0.018871553133,0,0
450.soplex-247B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.161087325047,0.093466106531,-0.067621218516,0.067621218516,0.562785633699,0.542442891763,-0.020342741936,0.020342741936,0,0
450.soplex-247B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.160981765365,0.093615424511,-0.067366340854,0.067366340854,0.562815714984,0.543949405481,-0.018866309503,0.018866309503,0,0
453.povray-252B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.000278374862,0.000000000000,-0.000278374862,0.000278374862,0.006580760806,0.000000000000,-0.006580760806,0.006580760806,0,0
453.povray-252B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.000278374862,0.000000000000,-0.000278374862,0.000278374862,0.006580760806,0.000000000000,-0.006580760806,0.006580760806,0,1
453.povray-252B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.000259725293,0.000000000000,-0.000259725293,0.000259725293,0.005671669896,0.000000000000,-0.005671669896,0.005671669896,0,0
453.povray-252B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.000259725293,0.000000000000,-0.000259725293,0.000259725293,0.005671669896,0.000000000000,-0.005671669896,0.005671669896,0,0
453.povray-252B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.042054506925,0.073088875660,0.031034368735,0.031034368735,0.149058897214,0.147494773882,-0.001564123332,0.001564123332,0,0
453.povray-252B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.042061735739,0.073197464999,0.031135729260,0.031135729260,0.149086798010,0.147926921621,-0.001159876389,0.001159876389,1,0
453.povray-252B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.041996404388,0.073580088452,0.031583684064,0.031583684064,0.148523916008,0.147429625695,-0.001094290313,0.001094290313,0,0
453.povray-252B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.041995773778,0.073656849776,0.031661075998,0.031661075998,0.148523916008,0.147984780946,-0.000539135062,0.000539135062,0,0
454.calculix-104B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.003299585581,0.031635388740,0.028335803159,0.028335803159,0.004627526357,0.013053097345,0.008425570988,0.008425570988,0,0
454.calculix-104B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.003299585581,0.031635388740,0.028335803159,0.028335803159,0.004627526357,0.013053097345,0.008425570988,0.008425570988,0,1
454.calculix-104B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.003299585581,0.025820568928,0.022520983347,0.022520983347,0.004627526357,0.004223335719,-0.000404190638,0.000404190638,0,0
454.calculix-104B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.003299585581,0.025820568928,0.022520983347,0.022520983347,0.004627526357,0.004223335719,-0.000404190638,0.000404190638,1,0
454.calculix-104B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.038384494892,0.079563182527,0.041178687635,0.041178687635,0.495925195519,0.481132075472,-0.014793120047,0.014793120047,0,0
454.calculix-104B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.038384494892,0.079563182527,0.041178687635,0.041178687635,0.495925195519,0.481132075472,-0.014793120047,0.014793120047,0,0
454.calculix-104B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.038384494892,0.079563182527,0.041178687635,0.041178687635,0.495925195519,0.481132075472,-0.014793120047,0.014793120047,0,0
454.calculix-104B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.038384494892,0.079563182527,0.041178687635,0.041178687635,0.495925195519,0.481132075472,-0.014793120047,0.014793120047,0,0
456.hmmer-191B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.023656590851,0.016948875723,-0.006707715128,0.006707715128,0.014517099695,0.013129594251,-0.001387505444,0.001387505444,0,0
456.hmmer-191B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.023656590851,0.016691629511,-0.006964961340,0.006964961340,0.014517099695,0.013507069724,-0.001010029971,0.001010029971,0,0
456.hmmer-191B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.023656590851,0.016948875723,-0.006707715128,0.006707715128,0.014517099695,0.013129594251,-0.001387505444,0.001387505444,0,0
456.hmmer-191B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.023656590851,0.016691629511,-0.006964961340,0.006964961340,0.014517099695,0.013507069724,-0.001010029971,0.001010029971,1,1
456.hmmer-191B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.028808648310,0.005402588710,-0.023406059600,0.023406059600,0.284875277121,0.070892514662,-0.213982762459,0.213982762459,0,0
456.hmmer-191B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.028808648310,0.005397620472,-0.023411027838,0.023411027838,0.284875277121,0.070859573758,-0.214015703363,0.214015703363,0,0
456.hmmer-191B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.028808648310,0.005402588710,-0.023406059600,0.023406059600,0.284875277121,0.070892514662,-0.213982762459,0.213982762459,0,0
456.hmmer-191B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.028808648310,0.005397620472,-0.023411027838,0.023411027838,0.284875277121,0.070859573758,-0.214015703363,0.214015703363,0,0
458.sjeng-1088B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0
458.sjeng-1088B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1,1
458.sjeng-1088B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0
458.sjeng-1088B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0
458.sjeng-1088B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.004146544768,0.005199523899,0.001052979131,0.001052979131,0.050884007223,0.030187306783,-0.020696700440,0.020696700440,0,0
458.sjeng-1088B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.004146544768,0.005123879151,0.000977334383,0.000977334383,0.050884007223,0.029667149059,-0.021216858164,0.021216858164,0,0
458.sjeng-1088B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.004159451377,0.005274890891,0.001115439514,0.001115439514,0.050410126248,0.030780505680,-0.019629620568,0.019629620568,0,0
458.sjeng-1088B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.004159451377,0.005301628133,0.001142176756,0.001142176756,0.050410126248,0.030941047235,-0.019469079013,0.019469079013,0,0
459.GemsFDTD-1169B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.090357282942,0.105831541406,0.015474258464,0.015474258464,0.070025455731,0.077661827745,0.007636372014,0.007636372014,0,0
459.GemsFDTD-1169B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.090120907472,0.106040378071,0.015919470599,0.015919470599,0.069982426885,0.077714193492,0.007731766607,0.007731766607,0,0
459.GemsFDTD-1169B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.090357282942,0.105831541406,0.015474258464,0.015474258464,0.070025455731,0.077661827745,0.007636372014,0.007636372014,0,0
459.GemsFDTD-1169B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.090120907472,0.105880735711,0.015759828239,0.015759828239,0.069982426885,0.077611675608,0.007629248723,0.007629248723,0,0
459.GemsFDTD-1169B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.178721363790,0.207610937787,0.028889573997,0.028889573997,0.706886660925,0.668530932953,-0.038355727972,0.038355727972,0,0
459.GemsFDTD-1169B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.178736764464,0.208532760939,0.029795996475,0.029795996475,0.706808450729,0.669269262666,-0.037539188063,0.037539188063,0,0
459.GemsFDTD-1169B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.178721363790,0.207610937787,0.028889573997,0.028889573997,0.706886660925,0.668530932953,-0.038355727972,0.038355727972,0,1
459.GemsFDTD-1169B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.178736764464,0.208532760939,0.029795996475,0.029795996475,0.706808450729,0.669269262666,-0.037539188063,0.037539188063,1,0
462.libquantum-1343B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.140810361401,0.151424938510,0.010614577109,0.010614577109,0.116917111771,0.117578039230,0.000660927459,0.000660927459,0,0
462.libquantum-1343B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.140356777399,0.151726860871,0.011370083472,0.011370083472,0.116792931127,0.117561250652,0.000768319525,0.000768319525,0,0
462.libquantum-1343B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.140810361401,0.151424938510,0.010614577109,0.010614577109,0.116917111771,0.117578039230,0.000660927459,0.000660927459,0,0
462.libquantum-1343B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.140356777399,0.151726860871,0.011370083472,0.011370083472,0.116792931127,0.117561250652,0.000768319525,0.000768319525,0,0
462.libquantum-1343B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.516415182907,0.556128655416,0.039713472509,0.039713472509,0.737233775095,0.720919552339,-0.016314222756,0.016314222756,0,0
462.libquantum-1343B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.516273005889,0.557837876393,0.041564870504,0.041564870504,0.737226862014,0.720919552339,-0.016307309675,0.016307309675,0,0
462.libquantum-1343B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.516415182907,0.556128655416,0.039713472509,0.039713472509,0.737233775095,0.720919552339,-0.016314222756,0.016314222756,1,0
462.libquantum-1343B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.516273005889,0.557837876393,0.041564870504,0.041564870504,0.737226862014,0.720919552339,-0.016307309675,0.016307309675,0,1
464.h264ref-30B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.010083020628,0.049428019124,0.039344998496,0.039344998496,0.027688652360,0.057492627271,0.029803974911,0.029803974911,0,1
464.h264ref-30B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.010082651490,0.050269615206,0.040186963716,0.040186963716,0.027697734249,0.057050480068,0.029352745819,0.029352745819,0,0
464.h264ref-30B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.010083020628,0.047751800976,0.037668780348,0.037668780348,0.027688652360,0.053940695844,0.026252043484,0.026252043484,0,0
464.h264ref-30B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.010082651490,0.048872293354,0.038789641864,0.038789641864,0.027697734249,0.056800465387,0.029102731138,0.029102731138,0,0
464.h264ref-30B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.031497177263,0.041072904714,0.009575727451,0.009575727451,0.318568481579,0.571379532289,0.252811050710,0.252811050710,0,0
464.h264ref-30B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.031497177263,0.040904898655,0.009407721392,0.009407721392,0.318568481579,0.571028721526,0.252460239947,0.252460239947,0,0
464.h264ref-30B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.031497177263,0.041077260406,0.009580083143,0.009580083143,0.318568481579,0.570718539783,0.252150058204,0.252150058204,0,0
464.h264ref-30B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.031497177263,0.040915566355,0.009418389092,0.009418389092,0.318568481579,0.570856995354,0.252288513775,0.252288513775,1,0
465.tonto-1914B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.041467727780,0.113597842663,0.072130114883,0.072130114883,0.020219378533,0.021629130846,0.001409752313,0.001409752313,0,0
465.tonto-1914B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.041493475612,0.113073627569,0.071580151957,0.071580151957,0.020222550460,0.021536093857,0.001313543397,0.001313543397,1,0
465.tonto-1914B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.041438049149,0.114008896472,0.072570847323,0.072570847323,0.020204314222,0.021581710337,0.001377396115,0.001377396115,0,0
465.tonto-1914B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.041463511754,0.113305282591,0.071841770837,0.071841770837,0.020207486096,0.021570511713,0.001363025617,0.001363025617,0,0
465.tonto-1914B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.071194184821,0.114950878130,0.043756693309,0.043756693309,0.495590432138,0.555892642000,0.060302209862,0.060302209862,0,0
465.tonto-1914B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.071194184821,0.114721073916,0.043526889095,0.043526889095,0.495590432138,0.554053075821,0.058462643683,0.058462643683,0,0
465.tonto-1914B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.071147002381,0.123410571747,0.052263569366,0.052263569366,0.495135718277,0.570703938028,0.075568219751,0.075568219751,0,0
465.tonto-1914B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.071147002381,0.123214679731,0.052067677350,0.052067677350,0.495135718277,0.569760227226,0.074624508949,0.074624508949,0,1
470.lbm-1274B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.024949349482,0.025221061590,0.000271712108,0.000271712108,0.069180483034,0.067270762983,-0.001909720051,0.001909720051,0,0
470.lbm-1274B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.025029697363,0.025522783727,0.000493086364,0.000493086364,0.069353232353,0.068032150023,-0.001321082330,0.001321082330,0,0
470.lbm-1274B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.024949349482,0.025221061590,0.000271712108,0.000271712108,0.069180483034,0.067270762983,-0.001909720051,0.001909720051,0,0
470.lbm-1274B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.025029697363,0.025522783727,0.000493086364,0.000493086364,0.069353232353,0.068032150023,-0.001321082330,0.001321082330,0,0
470.lbm-1274B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.000297472486,0.016993760412,0.016696287926,0.016696287926,0.476488095238,0.969410706253,0.492922611015,0.492922611015,0,0
470.lbm-1274B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.000318298602,0.016993372575,0.016675073973,0.016675073973,0.567293650794,0.969466936572,0.402173285778,0.402173285778,0,0
470.lbm-1274B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.000297472486,0.016993760412,0.016696287926,0.016696287926,0.476488095238,0.969410706253,0.492922611015,0.492922611015,1,0
470.lbm-1274B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.000318298602,0.016993372575,0.016675073973,0.016675073973,0.567293650794,0.969466936572,0.402173285778,0.402173285778,0,1
471.omnetpp-188B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.001149153250,0.002142391377,0.000993238127,0.000993238127,0.050220872276,0.052737028764,0.002516156488,0.002516156488,0,0
471.omnetpp-188B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.001151985101,0.002106796734,0.000954811633,0.000954811633,0.047696826497,0.051173143753,0.003476317256,0.003476317256,0,1
471.omnetpp-188B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.001144425757,0.002221012075,0.001076586318,0.001076586318,0.044680702235,0.046436620813,0.001755918578,0.001755918578,0,0
471.omnetpp-188B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.001144653641,0.002237939525,0.001093285884,0.001093285884,0.042114623333,0.053396975510,0.011282352177,0.011282352177,0,0
471.omnetpp-188B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.029222758335,0.037322748803,0.008099990468,0.008099990468,0.238979699459,0.273250429050,0.034270729591,0.034270729591,0,0
471.omnetpp-188B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.029201732491,0.037450699509,0.008248967018,0.008248967018,0.238847320515,0.274152911696,0.035305591181,0.035305591181,1,0
471.omnetpp-188B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.029182349796,0.037381124580,0.008198774784,0.008198774784,0.239491042943,0.273095100473,0.033604057530,0.033604057530,0,0
471.omnetpp-188B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.029178571379,0.037661677745,0.008483106366,0.008483106366,0.239165081843,0.275024975704,0.035859893861,0.035859893861,0,0
473.astar-153B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.039371462861,0.048112786394,0.008741323533,0.008741323533,0.023942939766,0.022507258776,-0.001435680990,0.001435680990,0,0
473.astar-153B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.039383407632,0.048751444986,0.009368037354,0.009368037354,0.023948860751,0.022539471199,-0.001409389552,0.001409389552,0,0
473.astar-153B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.039371462861,0.048112786394,0.008741323533,0.008741323533,0.023942939766,0.022507258776,-0.001435680990,0.001435680990,1,1
473.astar-153B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.039383407632,0.048751444986,0.009368037354,0.009368037354,0.023948860751,0.022539471199,-0.001409389552,0.001409389552,0,0
473.astar-153B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.062939010216,0.051067975718,-0.011871034498,0.011871034498,0.533204382096,0.341143486532,-0.192060895564,0.192060895564,0,0
473.astar-153B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.062928339890,0.051238687953,-0.011689651937,0.011689651937,0.533166757169,0.341567291312,-0.191599465857,0.191599465857,0,0
473.astar-153B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.062939010216,0.051067975718,-0.011871034498,0.011871034498,0.533204382096,0.341143486532,-0.192060895564,0.192060895564,0,0
473.astar-153B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.062928339890,0.051238687953,-0.011689651937,0.011689651937,0.533166757169,0.341567291312,-0.191599465857,0.191599465857,0,0
481.wrf-1170B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.003861760751,0.000838650266,-0.003023110485,0.003023110485,0.007935364358,0.001825209362,-0.006110154996,0.006110154996,0,0
481.wrf-1170B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.003861627885,0.001013457385,-0.002848170500,0.002848170500,0.007935364358,0.002285757110,-0.005649607248,0.005649607248,1,0
481.wrf-1170B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.003854736154,0.000955063455,-0.002899672699,0.002899672699,0.007905244046,0.001971727434,-0.005933516612,0.005933516612,0,0
481.wrf-1170B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.003854703012,0.000453331175,-0.003401371837,0.003401371837,0.007905244046,0.000944032367,-0.006961211679,0.006961211679,0,0
481.wrf-1170B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.070328521419,0.195620419251,0.125291897832,0.125291897832,0.203070698032,0.169095983873,-0.033974714159,0.033974714159,0,0
481.wrf-1170B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.070328521419,0.195108099387,0.124779577968,0.124779577968,0.203070698032,0.168065731980,-0.035004966052,0.035004966052,0,0
481.wrf-1170B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.070041730527,0.195166577724,0.125124847197,0.125124847197,0.202466487592,0.170581375979,-0.031885111613,0.031885111613,0,0
481.wrf-1170B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.070041730527,0.192668954662,0.122627224135,0.122627224135,0.202466487592,0.167711141060,-0.034755346532,0.034755346532,0,1
482.sphinx3-1100B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.173101265801,0.153569713889,-0.019531551912,0.019531551912,0.057827577908,0.055258810326,-0.002568767582,0.002568767582,0,0
482.sphinx3-1100B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.173056226891,0.154721297558,-0.018334929333,0.018334929333,0.057832501681,0.055421982940,-0.002410518741,0.002410518741,0,0
482.sphinx3-1100B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.173101265801,0.152108137220,-0.020993128581,0.020993128581,0.057827577908,0.055271347176,-0.002556230732,0.002556230732,1,0
482.sphinx3-1100B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.173056226891,0.154660924383,-0.018395302508,0.018395302508,0.057832501681,0.055461921549,-0.002370580132,0.002370580132,0,1
482.sphinx3-1100B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.311327091189,0.223169530970,-0.088157560219,0.088157560219,0.650057573183,0.640876522186,-0.009181050997,0.009181050997,0,0
482.sphinx3-1100B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.311332499604,0.222450966311,-0.088881533293,0.088881533293,0.650056358629,0.641419138117,-0.008637220512,0.008637220512,0,0
482.sphinx3-1100B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.311327091189,0.222816706663,-0.088510384526,0.088510384526,0.650057573183,0.641207309285,-0.008850263898,0.008850263898,0,0
482.sphinx3-1100B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.311332499604,0.222439769138,-0.088892730466,0.088892730466,0.650056358629,0.641330122523,-0.008726236106,0.008726236106,0,0
483.xalancbmk-127B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.007403521352,0.009281295922,0.001877774570,0.001877774570,0.109016763889,0.114606286819,0.005589522930,0.005589522930,0,0
483.xalancbmk-127B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.007414547253,0.009270575312,0.001856028059,0.001856028059,0.109044373124,0.112163619161,0.003119246037,0.003119246037,0,0
483.xalancbmk-127B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.007390360308,0.009263206888,0.001872846580,0.001872846580,0.108556026355,0.112518357387,0.003962331032,0.003962331032,0,0
483.xalancbmk-127B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.007399489364,0.009277957411,0.001878468047,0.001878468047,0.108594956570,0.111384245603,0.002789289033,0.002789289033,0,0
483.xalancbmk-127B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.046328440814,0.061757260176,0.015428819362,0.015428819362,0.373249358607,0.382811785774,0.009562427167,0.009562427167,0,0
483.xalancbmk-127B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.046308074250,0.061957388887,0.015649314637,0.015649314637,0.373361827263,0.384800353681,0.011438526418,0.011438526418,0,0
483.xalancbmk-127B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.046266035842,0.061736979167,0.015470943325,0.015470943325,0.373140327380,0.383660148348,0.010519820968,0.010519820968,1,0
483.xalancbmk-127B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.046289517167,0.062073501746,0.015783984579,0.015783984579,0.373122321263,0.383305469822,0.010183148559,0.010183148559,0,1
600.perlbench_s-1273B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.003887476112,0.001797591228,-0.002089884884,0.002089884884,0.003241394493,0.000170363556,-0.003071030937,0.003071030937,0,0
600.perlbench_s-1273B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.003887476112,0.001797591228,-0.002089884884,0.002089884884,0.003241394493,0.000170363556,-0.003071030937,0.003071030937,0,0
600.perlbench_s-1273B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.003887948259,0.001799856012,-0.002088092247,0.002088092247,0.003240793810,0.000172211890,-0.003068581920,0.003068581920,0,0
600.perlbench_s-1273B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.003887948259,0.001799856012,-0.002088092247,0.002088092247,0.003240793810,0.000172211890,-0.003068581920,0.003068581920,1,0
